assembly_accession	n_cds	n_sox_hits	n_excluded_pseudogene_or_partial_sox_hits	n_distinct_sox_genes	sox_genes	n_mobile_features	sox_with_mobile_within_20kb	refseq_category	taxid	species_taxid	organism_name	assembly_level	group	genome_size	gc_percent	scaffold_count	contig_count	annotation_provider	annotation_date	ftp_path	gff_url	protein_url	genome_url	gtdb_accession	gtdb_lineage	gtdb_domain	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species	has_soxB	has_carrier_YZ	has_cytochrome_AX	has_dehydrogenase_CD	module_completeness	module_class	gtdb_mapped
GCF_034479635.1	2204	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	10	0	reference genome	47960	47960	Guyparkeria halophila	Complete Genome	bacteria	2452836	65.500000	1	1	NCBI RefSeq	2025-12-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/479/635/GCF_034479635.1_ASM3447963v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/479/635/GCF_034479635.1_ASM3447963v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/479/635/GCF_034479635.1_ASM3447963v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/479/635/GCF_034479635.1_ASM3447963v1//_genomic.fna.gz	RS_GCF_034479635.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Halothiobacillales;f__Halothiobacillaceae;g__Guyparkeria;s__Guyparkeria halophila	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Halothiobacillales	f__Halothiobacillaceae	g__Guyparkeria	s__Guyparkeria halophila	True	True	True	True	4	complete	True
GCF_034555965.2	3607	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	41	0	reference genome	3092120	3092120	Aliiphycobium algicola	Complete Genome	bacteria	3785774	60.000000	3	3	NCBI RefSeq	2024-10-05	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/555/965/GCF_034555965.2_ASM3455596v2/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/555/965/GCF_034555965.2_ASM3455596v2//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/555/965/GCF_034555965.2_ASM3455596v2//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/555/965/GCF_034555965.2_ASM3455596v2//_genomic.fna.gz	RS_GCF_034555965.2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JAYDCK01;s__JAYDCK01 sp034555965	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__JAYDCK01	s__JAYDCK01 sp034555965	True	True	True	True	4	complete	True
GCF_035621355.1	2940	5	0	5	soxa,soxb,soxx,soxy,soxz	18	0	reference genome	3110231	3110231	Thiobacillus sedimenti	Complete Genome	bacteria	3010981	67.000000	1	1	NCBI RefSeq	2025-12-09	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/621/355/GCF_035621355.1_ASM3562135v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/621/355/GCF_035621355.1_ASM3562135v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/621/355/GCF_035621355.1_ASM3562135v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/621/355/GCF_035621355.1_ASM3562135v1//_genomic.fna.gz	RS_GCF_035621355.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__Thiobacillus;s__Thiobacillus sedimenti	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Thiobacillaceae	g__Thiobacillus	s__Thiobacillus sedimenti	True	True	True	False	3	near_complete	True
GCF_036323495.1	3181	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	12	0	reference genome	131080	131080	Limnobacter thiooxidans	Complete Genome	bacteria	3536915	53.000000	1	1	NCBI RefSeq	2026-04-02	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/323/495/GCF_036323495.1_ASM3632349v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/323/495/GCF_036323495.1_ASM3632349v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/323/495/GCF_036323495.1_ASM3632349v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/323/495/GCF_036323495.1_ASM3632349v1//_genomic.fna.gz	RS_GCF_036323495.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Limnobacter;s__Limnobacter thiooxidans	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Limnobacter	s__Limnobacter thiooxidans	True	True	True	True	4	complete	True
GCF_037101365.1	4789	5	0	5	soxa,soxb,soxx,soxy,soxz	24	5	reference genome	1310167	28097	Ralstonia syzygii subsp. indonesiensis	Complete Genome	bacteria	5521407	66.500000	2	2	NCBI RefSeq	2024-12-22	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/101/365/GCF_037101365.1_ASM3710136v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/101/365/GCF_037101365.1_ASM3710136v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/101/365/GCF_037101365.1_ASM3710136v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/101/365/GCF_037101365.1_ASM3710136v1//_genomic.fna.gz	RS_GCF_037101365.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia syzygii	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Ralstonia	s__Ralstonia syzygii	True	True	True	False	3	near_complete	True
GCF_038368255.1	3661	8	0	6	soxa,soxb,soxc,soxx,soxy,soxz	67	0	reference genome	418702	418702	Azonexus hydrophilus	Complete Genome	bacteria	3772213	62.000000	3	3	NCBI RefSeq	2025-04-17	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/368/255/GCF_038368255.1_ASM3836825v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/368/255/GCF_038368255.1_ASM3836825v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/368/255/GCF_038368255.1_ASM3836825v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/368/255/GCF_038368255.1_ASM3836825v1//_genomic.fna.gz	RS_GCF_038368255.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__Azonexus hydrophilus	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Azonexus	s__Azonexus hydrophilus	True	True	True	True	4	complete	True
GCF_038443675.1	3628	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	24	0	reference genome	3137368	3137368	Yoonia algicola	Complete Genome	bacteria	3645400	57.000000	2	2	NCBI RefSeq	2025-04-24	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/443/675/GCF_038443675.1_ASM3844367v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/443/675/GCF_038443675.1_ASM3844367v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/443/675/GCF_038443675.1_ASM3844367v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/443/675/GCF_038443675.1_ASM3844367v1//_genomic.fna.gz	RS_GCF_038443675.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia algicola	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Yoonia	s__Yoonia algicola	True	True	True	True	4	complete	True
GCF_039619325.1	6743	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	175	6	reference genome	107400	107400	Methylobacterium fujisawaense	Complete Genome	bacteria	7094668	69.500000	9	9	NCBI RefSeq	2025-05-13	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/619/325/GCF_039619325.1_Flye_C14jm.contigs/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/619/325/GCF_039619325.1_Flye_C14jm.contigs//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/619/325/GCF_039619325.1_Flye_C14jm.contigs//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/619/325/GCF_039619325.1_Flye_C14jm.contigs//_genomic.fna.gz	RS_GCF_039619325.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium fujisawaense	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Methylobacterium	s__Methylobacterium fujisawaense	True	True	True	True	4	complete	True
GCF_039645565.1	2517	10	0	6	soxa,soxb,soxc,soxx,soxy,soxz	5	0	reference genome	3131933	3131933	Thiomicrolovo zhangzhouensis	Complete Genome	bacteria	2521190	57.000000	1	1	NCBI RefSeq	2024-05-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/645/565/GCF_039645565.1_ASM3964556v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/645/565/GCF_039645565.1_ASM3964556v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/645/565/GCF_039645565.1_ASM3964556v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/645/565/GCF_039645565.1_ASM3964556v1//_genomic.fna.gz	RS_GCF_039645565.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Thiomicrolovo;s__Thiomicrolovo zhangzhouensis	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__Thiomicrolovo	s__Thiomicrolovo zhangzhouensis	True	True	True	True	4	complete	True
GCF_039645585.1	2579	10	0	6	soxa,soxb,soxc,soxx,soxy,soxz	5	0	reference genome	3131934	3131934	Thiomicrolovo subterrani	Complete Genome	bacteria	2556179	57.000000	1	1	NCBI RefSeq	2024-05-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/645/585/GCF_039645585.1_ASM3964558v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/645/585/GCF_039645585.1_ASM3964558v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/645/585/GCF_039645585.1_ASM3964558v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/645/585/GCF_039645585.1_ASM3964558v1//_genomic.fna.gz	RS_GCF_039645585.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Thiomicrolovo;s__Thiomicrolovo subterrani	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__Thiomicrolovo	s__Thiomicrolovo subterrani	True	True	True	True	4	complete	True
GCF_039645955.1	2540	10	0	6	soxa,soxb,soxc,soxx,soxy,soxz	7	0	reference genome	3131935	3131935	Thiomicrolovo immobilis	Complete Genome	bacteria	2516410	57.500000	1	1	NCBI RefSeq	2024-05-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/645/955/GCF_039645955.1_ASM3964595v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/645/955/GCF_039645955.1_ASM3964595v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/645/955/GCF_039645955.1_ASM3964595v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/645/955/GCF_039645955.1_ASM3964595v1//_genomic.fna.gz	RS_GCF_039645955.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Thiomicrolovo;s__Thiomicrolovo diazotrophicus	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__Thiomicrolovo	s__Thiomicrolovo diazotrophicus	True	True	True	True	4	complete	True
GCF_039645965.1	2205	8	0	6	soxa,soxb,soxc,soxx,soxy,soxz	6	0	reference genome	3131936	3131936	Hydrocurvibacter mobilis	Complete Genome	bacteria	2240048	39.500000	1	1	NCBI RefSeq	2024-05-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/645/965/GCF_039645965.1_ASM3964596v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/645/965/GCF_039645965.1_ASM3964596v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/645/965/GCF_039645965.1_ASM3964596v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/645/965/GCF_039645965.1_ASM3964596v1//_genomic.fna.gz	RS_GCF_039645965.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Hydrocurvibacter;s__Hydrocurvibacter mobilis	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__Hydrocurvibacter	s__Hydrocurvibacter mobilis	True	True	True	True	4	complete	True
GCF_039645985.1	2780	5	0	5	soxa,soxb,soxx,soxy,soxz	11	0	reference genome	3131938	3131938	Sulfonitrofixus jiaomeiensis	Complete Genome	bacteria	2872400	48.500000	1	1	NCBI RefSeq	2024-05-15	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/645/985/GCF_039645985.1_ASM3964598v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/645/985/GCF_039645985.1_ASM3964598v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/645/985/GCF_039645985.1_ASM3964598v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/645/985/GCF_039645985.1_ASM3964598v1//_genomic.fna.gz	RS_GCF_039645985.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfonitrofixus;s__Sulfonitrofixus jiaomeiensis	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__Sulfonitrofixus	s__Sulfonitrofixus jiaomeiensis	True	True	True	False	3	near_complete	True
GCF_039645995.1	2496	10	0	6	soxa,soxb,soxc,soxx,soxy,soxz	6	0	reference genome	3131939	3131939	Sulfurimonas diazotrophicus	Complete Genome	bacteria	2499021	57.500000	1	1	NCBI RefSeq	2025-05-16	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/645/995/GCF_039645995.1_ASM3964599v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/645/995/GCF_039645995.1_ASM3964599v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/645/995/GCF_039645995.1_ASM3964599v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/645/995/GCF_039645995.1_ASM3964599v1//_genomic.fna.gz	RS_GCF_039645995.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Thiomicrolovo;s__Thiomicrolovo diazotrophicus	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__Thiomicrolovo	s__Thiomicrolovo diazotrophicus	True	True	True	True	4	complete	True
GCF_039724765.1	4995	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	66	3	reference genome	388399	52603	Sagittula stellata E-37	Complete Genome	bacteria	5290610	65.000000	5	5	NCBI RefSeq	2025-05-22	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/724/765/GCF_039724765.1_E37_hybrid/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/724/765/GCF_039724765.1_E37_hybrid//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/724/765/GCF_039724765.1_E37_hybrid//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/724/765/GCF_039724765.1_E37_hybrid//_genomic.fna.gz	RS_GCF_039724765.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sagittula;s__Sagittula stellata	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Sagittula	s__Sagittula stellata	True	True	True	True	4	complete	True
GCF_040269895.1	4471	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	14	0	reference genome	3162530	3162530	Methyloraptor flagellatus	Complete Genome	bacteria	5028296	68.500000	2	2	NCBI RefSeq	2024-11-30	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/269/895/GCF_040269895.1_ASM4026989v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/269/895/GCF_040269895.1_ASM4026989v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/269/895/GCF_040269895.1_ASM4026989v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/269/895/GCF_040269895.1_ASM4026989v1//_genomic.fna.gz	RS_GCF_040269895.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Ancalomicrobiaceae;g__Methyloraptor;s__Methyloraptor flagellatus	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Ancalomicrobiaceae	g__Methyloraptor	s__Methyloraptor flagellatus	True	True	True	True	4	complete	True
GCF_040409955.1	5781	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	39	0	reference genome	3029062	3029062	Salipiger bruguierae	Complete Genome	bacteria	6108930	68.500000	7	7	NCBI RefSeq	2024-06-28	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/409/955/GCF_040409955.1_ASM4040995v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/409/955/GCF_040409955.1_ASM4040995v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/409/955/GCF_040409955.1_ASM4040995v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/409/955/GCF_040409955.1_ASM4040995v1//_genomic.fna.gz	RS_GCF_040409955.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Salipiger;s__Salipiger sp040409955	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Salipiger	s__Salipiger sp040409955	True	True	True	True	4	complete	True
GCF_040580765.1	3223	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	58	0	reference genome	576131	576131	Lentibacter algarum	Complete Genome	bacteria	3281784	55.500000	1	1	NCBI RefSeq	2024-07-10	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/580/765/GCF_040580765.1_mga_2c_gs4_cov120/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/580/765/GCF_040580765.1_mga_2c_gs4_cov120//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/580/765/GCF_040580765.1_mga_2c_gs4_cov120//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/580/765/GCF_040580765.1_mga_2c_gs4_cov120//_genomic.fna.gz	RS_GCF_040580765.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Lentibacter;s__Lentibacter algarum	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Lentibacter	s__Lentibacter algarum	True	True	True	True	4	complete	True
GCF_040790665.1	3437	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	37	0	reference genome	60137	60137	Sulfitobacter pontiacus	Complete Genome	bacteria	3550044	60.500000	5	5	NCBI RefSeq	2024-07-22	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/790/665/GCF_040790665.1_ASM4079066v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/790/665/GCF_040790665.1_ASM4079066v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/790/665/GCF_040790665.1_ASM4079066v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/790/665/GCF_040790665.1_ASM4079066v1//_genomic.fna.gz	RS_GCF_040790665.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter pontiacus	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Sulfitobacter	s__Sulfitobacter pontiacus	True	True	True	True	4	complete	True
GCF_041200145.1	7372	9	0	6	soxa,soxb,soxc,soxx,soxy,soxz	90	1	reference genome	3239388	3239388	Bradyrhizobium zaerense	Complete Genome	bacteria	7803520	63.000000	1	1	NCBI RefSeq	2024-08-12	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/200/145/GCF_041200145.1_Brady_LLZ17_1.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/200/145/GCF_041200145.1_Brady_LLZ17_1.1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/200/145/GCF_041200145.1_Brady_LLZ17_1.1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/200/145/GCF_041200145.1_Brady_LLZ17_1.1//_genomic.fna.gz	RS_GCF_041200145.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp041200145	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium sp041200145	True	True	True	True	4	complete	True
GCF_041378895.1	3194	6	0	4	soxb,soxc,soxy,soxz	14	0	reference genome	2664436	2664436	Dechloromonas aquae	Complete Genome	bacteria	3568927	62.000000	1	1	NCBI RefSeq	2024-08-22	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/378/895/GCF_041378895.1_ASM4137889v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/378/895/GCF_041378895.1_ASM4137889v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/378/895/GCF_041378895.1_ASM4137889v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/378/895/GCF_041378895.1_ASM4137889v1//_genomic.fna.gz	RS_GCF_041378895.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__Azonexus aquae	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Azonexus	s__Azonexus aquae	True	True	False	True	3	near_complete	True
GCF_042019905.1	6599	11	3	6	soxa,soxb,soxc,soxx,soxy,soxz	23	0	reference genome	3341829	3341829	Bradyrhizobium dasycarpae	Complete Genome	bacteria	6966653	65.000000	1	1	NCBI RefSeq	2024-09-20	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/019/905/GCF_042019905.1_RDT46/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/019/905/GCF_042019905.1_RDT46//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/019/905/GCF_042019905.1_RDT46//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/019/905/GCF_042019905.1_RDT46//_genomic.fna.gz	RS_GCF_042019905.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium japonicum_B	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium japonicum_B	True	True	True	True	4	complete	True
GCF_042214795.1	3069	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	20	0	reference genome	2906515	2906515	Arcobacter iocasae	Complete Genome	bacteria	3158278	28.500000	1	1	NCBI RefSeq	2025-06-22	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/214/795/GCF_042214795.1_ASM4221479v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/214/795/GCF_042214795.1_ASM4221479v1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/214/795/GCF_042214795.1_ASM4221479v1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/214/795/GCF_042214795.1_ASM4221479v1//_genomic.fna.gz	RS_GCF_042214795.1	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Arcobacter;s__Arcobacter iocasae	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Arcobacteraceae	g__Arcobacter	s__Arcobacter iocasae	True	True	True	True	4	complete	True
GCF_044772865.1	3720	6	0	6	soxa,soxb,soxc,soxx,soxy,soxz	18	0	reference genome	3377108	3377108	Algirhabdus cladophorae	Complete Genome	bacteria	3877416	55.000000	3	3	NCBI RefSeq	2025-03-29	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/044/772/865/GCF_044772865.1_ACLA_KMM_6494T_1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/044/772/865/GCF_044772865.1_ACLA_KMM_6494T_1//_genomic.gff.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/044/772/865/GCF_044772865.1_ACLA_KMM_6494T_1//_protein.faa.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/044/772/865/GCF_044772865.1_ACLA_KMM_6494T_1//_genomic.fna.gz	RS_GCF_044772865.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Algirhabdus;s__Algirhabdus cladophorae	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Algirhabdus	s__Algirhabdus cladophorae	True	True	True	True	4	complete	True
